"","status","copyright","response.docs.abstract","response.docs.web_url","response.docs.snippet","response.docs.lead_paragraph","response.docs.print_section","response.docs.print_page","response.docs.source","response.docs.pub_date","response.docs.document_type","response.docs.news_desk","response.docs.section_name","response.docs.type_of_material","response.docs._id","response.docs.word_count","response.docs.uri","response.docs.subsection_name","response.docs.headline.main","response.docs.headline.kicker","response.docs.headline.content_kicker","response.docs.headline.print_headline","response.docs.headline.name","response.docs.headline.seo","response.docs.headline.sub","response.docs.byline.original","response.docs.byline.organization","response.meta.hits","response.meta.offset","response.meta.time","response.docs.slideshow_credits"
"137","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The shift comes as the Biden administration pressures Native tribes in Oklahoma to desegregate their constitutions to comply with treaty obligations.","https://www.nytimes.com/2021/10/08/us/politics/indian-health-service-freedmen.html","The shift comes as the Biden administration pressures Native tribes in Oklahoma to desegregate their constitutions to comply with treaty obligations.","The Indian Health Service announced this week that Black Native Americans in the Seminole Nation, known as the Freedmen, will now be eligible for health care through the federal agency, which previously denied them coronavirus vaccinations and other care.","A","18","The New York Times","2021-10-08T16:29:46+0000","article","Washington","U.S.","News","nyt://article/bd266bcc-6963-55eb-9193-ed59b69e33d5",1369,"nyt://article/bd266bcc-6963-55eb-9193-ed59b69e33d5","Politics","After Denying Care to Black Natives, Indian Health Service Reverses Policy",NA,NA,"Indian Health Service Reverses Policy of Denying Care to Black Natives",NA,NA,NA,"By Mark Walker and Chris Cameron",NA,2273,140,32,NA
"138","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Senior movers advise older adults on making the transition to a smaller home or a senior living center or remaining in their home.","https://www.nytimes.com/2016/03/06/business/retirementspecial/movers-who-help-their-customers-stay-at-home.html","Senior movers advise older adults on making the transition to a smaller home or a senior living center or remaining in their home.","","F","4","The New York Times","2016-03-04T19:11:39+0000","article","Business","Business Day","News","nyt://article/49d7db21-5814-5129-80f5-e75911985608",1082,"nyt://article/49d7db21-5814-5129-80f5-e75911985608","Retirement","Movers Who Help Their Customers Stay at Home","Special Section",NA,"Movers Who Help  Older Customers Stay in Their Homes",NA,NA,NA,"By John Hanc",NA,2273,140,32,NA
"139","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Proposed federal rules fail to restore the right to sue if you or your loved one is harmed in a nursing home.","https://www.nytimes.com/2016/07/25/opinion/nursing-home-residents-still-vulnerable-to-abuse.html","Proposed federal rules fail to restore the right to sue if you or your loved one is harmed in a nursing home.","People entering nursing homes need to know that all reasonable safeguards are in place to ensure quality care. But federal rules to be finalized soon fail to hold nursing homes truly accountable to patients, their families or the law.","A","22","The New York Times","2016-07-25T07:21:05+0000","article","Editorial","Opinion","Editorial","nyt://article/0bfa5620-7662-50ab-ae46-c104d3a46b49",345,"nyt://article/0bfa5620-7662-50ab-ae46-c104d3a46b49",NA,"Nursing Home Residents Still Vulnerable to Abuse","Editorial",NA,"When People Sign Away Their Right to Sue",NA,NA,NA,"By The Editorial Board","The Editorial Board",2273,140,32,NA
"140","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","How some employers and governments are supporting working parents.","https://www.nytimes.com/2021/02/04/parenting/working-parents-supportive-policies-places.html","How some employers and governments are supporting working parents.","Working parents have received very little support since the start of the coronavirus pandemic, but some places have figured out concrete ways to help. Here are eight examples of governments and companies that get it.","F","17","The New York Times","2021-02-04T22:01:32+0000","article","Parenting","Parenting","News","nyt://article/a4dfa2fc-d660-59e3-bd2e-dcbc6f8e55ed",522,"nyt://article/a4dfa2fc-d660-59e3-bd2e-dcbc6f8e55ed",NA,"Let’s Hear It for Sabbaticals, Subsidies and Nanny Reimbursement","The Primal Scream",NA,"Eight Places That Get It Right",NA,NA,NA,"By Claire Cain Miller and Dani Blum",NA,2273,140,32,NA
"141","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","In the 1970s, a wave of abuse swept through nursing homes. Medicaid cuts could cause the same thing to happen again.","https://www.nytimes.com/2017/06/28/opinion/trumpcare-senior-abuse-nursing-obamacare.html","In the 1970s, a wave of abuse swept through nursing homes. Medicaid cuts could cause the same thing to happen again.","Because we treat old age as a medical problem in the United States, health care policy change always has profound and far-reaching effects on conditions of life for the elderly. The health care bill currently before the Senate, if passed with its proposed cuts to Medicaid intact, is certain to produce drastic upheaval in the landscape of long-term care. That program is by far the largest source of funding for nursing home stays, supporting nearly two-thirds of long-term care residents. It is worth grappling with just how gruesome the results of cuts to it can be.",NA,NA,"The New York Times","2017-06-28T14:23:17+0000","article","OpEd","Opinion","Op-Ed","nyt://article/c9aa1dea-259e-5742-b6c2-9c6ded0f48af",1136,"nyt://article/c9aa1dea-259e-5742-b6c2-9c6ded0f48af",NA,"Trumpcare Could Bring Back an Epidemic of Abuse","Op-Ed Contributor",NA,NA,NA,NA,NA,"By Gabriel Winant",NA,2273,150,33,NA
"142","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Thanks to a very elder master of her craft, a mountaintop village in the north of the country has become a mecca for tourists seeking tribal tattoos.","https://www.nytimes.com/2017/05/15/world/asia/tattoo-artist-kalinga-buscalan.html","Thanks to a very elder master of her craft, a mountaintop village in the north of the country has become a mecca for tourists seeking tribal tattoos.","BUSCALAN, Philippines — She wakes up every morning at dawn and mixes an ink out of pine soot and water. She threads a thorn from a bitter citrus tree into a reed, crouches on a three-inch-high stool and, folded up like a cricket, hand-taps tattoos onto the backs, wrists and chests of people who come to see her from as far away as Mexico and Slovenia.","A","11","The New York Times","2017-05-15T14:14:29+0000","article","Foreign","World","News","nyt://article/96111ed8-7028-5d80-b3fb-3a89fe6f8bc9",1386,"nyt://article/96111ed8-7028-5d80-b3fb-3a89fe6f8bc9","Asia Pacific","At 100 or So, She Keeps a Philippine Tattoo Tradition Alive","Buscalan Journal",NA,"Tattoo Tourists Seek Out The Etchings of an Elder",NA,NA,NA,"By Aurora Almendral",NA,2273,150,33,NA
"143","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Changing how society deals with caregiving.","https://www.nytimes.com/2015/03/01/books/review/the-age-of-dignity-by-ai-jen-poo-with-ariane-conrad.html","Changing how society deals with caregiving.","For years, nonfiction books about aging have tended to fall into certain categories: pragmatic texts about coping with specific challenges and encouraging healthy aging; memoirs of the author’s experience of old age or of caring for elderly parents; research-filled narratives by experts or journalists. ","BR","18","The New York Times","2015-02-27T15:47:23+0000","article","BookReview","Books","Review","nyt://article/3a7cde08-7e2e-55c2-add3-e925a0c3d2ec",750,"nyt://article/3a7cde08-7e2e-55c2-add3-e925a0c3d2ec","Book Review","‘The Age of Dignity,’ by Ai-jen Poo With Ariane Conrad",NA,NA,"An Old Problem",NA,NA,NA,"By Louise Aronson",NA,2273,150,33,NA
"144","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Covid deaths are again on the rise in elder-care facilities. Does anyone care?","https://www.nytimes.com/2021/11/04/opinion/nursing-home-deaths.html","Covid deaths are again on the rise in elder-care facilities. Does anyone care?","For many of the most vulnerable people in our society, the pandemic has not let up. More than 186,000 residents and staff members of nursing homes and long-term-care facilities have already died of Covid-19. In March, the Covid Tracking Project estimated that nearly 1 in 10 people who lived in nursing homes in the United States had died of the virus. And a report released by the Kaiser Family Foundation in early October showed that during July and August of 2021, the number of Covid deaths inside nursing homes had started to rise again, reaching its highest level since February.",NA,NA,"The New York Times","2021-11-04T19:10:11+0000","article","OpEd","Opinion","Op-Ed","nyt://article/19b9aaed-accf-57aa-92a1-0255dfb5af72",2260,"nyt://article/19b9aaed-accf-57aa-92a1-0255dfb5af72",NA,"The Forgotten Nursing-Home Tragedy","Jay Caspian Kang",NA,NA,NA,NA,NA,"By Jay Caspian Kang",NA,2273,150,33,NA
"145","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","With no sign that the prison will close, the Pentagon has begun planning for detainees to grow old and die at Guantánamo Bay.","https://www.nytimes.com/2019/04/27/us/politics/guantanamo-bay-aging-terrorism-suspects-medical-care.html","With no sign that the prison will close, the Pentagon has begun planning for detainees to grow old and die at Guantánamo Bay.","This article was produced in partnership with the Pulitzer Center on Crisis Reporting. ","A","1","The New York Times","2019-04-27T09:00:13+0000","article","Washington","U.S.","News","nyt://article/e852c9a4-9f4d-5738-8635-462b1003148f",1686,"nyt://article/e852c9a4-9f4d-5738-8635-462b1003148f","Politics","Guantánamo Bay as Nursing Home: Military Envisions Hospice Care as Terrorism Suspects Age",NA,NA,"New Conundrum At Guantánamo: Aging Detainees",NA,NA,NA,"By Carol Rosenberg",NA,2273,150,33,NA
"146","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The financial failure of the Rosewood Care Centers underscored gaps in the oversight of a program that insures $20 billion in mortgages to more than 2,300 nursing homes.","https://www.nytimes.com/2019/08/16/business/rosewood-care-centers-default-hud.html","The financial failure of the Rosewood Care Centers underscored gaps in the oversight of a program that insures $20 billion in mortgages to more than 2,300 nursing homes.","The biggest default in the history of a federally insured mortgage program for nursing homes is approaching a resolution.","B","3","The New York Times","2019-08-16T18:54:13+0000","article","Business","Business Day","News","nyt://article/7516d559-bbed-5df7-a085-fbfc5d8ac51c",579,"nyt://article/7516d559-bbed-5df7-a085-fbfc5d8ac51c",NA,"$1 Million Penalty Brings Record Nursing Home Default Near an End",NA,NA,"Penalty Brings Nursing Home Default Near an End",NA,NA,NA,"By Matthew Goldstein",NA,2273,150,33,NA
"147","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","At the Home Farm nursing home on the Isle of Skye, more than a quarter of its residents died and nearly all were infected with coronavirus. Families are furious.","https://www.nytimes.com/2020/05/25/world/europe/coronavirus-uk-nursing-homes.html","At the Home Farm nursing home on the Isle of Skye, more than a quarter of its residents died and nearly all were infected with coronavirus. Families are furious.","On the Isle of Skye off the western coast of Scotland, residents thought they had sealed themselves off from the coronavirus. They shuttered hotels. Officials warned of police checks. Traffic emptied on the only bridge from the mainland.","A","1","The New York Times","2020-05-25T15:10:22+0000","article","Foreign","World","News","nyt://article/64b2c004-7bd4-542a-a9f4-99560d693f4b",1559,"nyt://article/64b2c004-7bd4-542a-a9f4-99560d693f4b","Europe","On a Scottish Isle, Nursing Home Deaths Expose a Covid-19 Scandal",NA,NA,"Nursing Home Reveals Frailty In British Care",NA,NA,NA,"By Benjamin Mueller",NA,2273,150,33,NA
"148","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Here’s how the various Republican health care bills germinating in Congress might affect Medicaid — and how they could reduce your options in old age.","https://www.nytimes.com/2017/06/30/your-money/plan-on-growing-old-then-the-medicaid-debate-affects-you.html","Here’s how the various Republican health care bills germinating in Congress might affect Medicaid — and how they could reduce your options in old age.","These are the stories we tell ourselves: I will never be poor. I will never be disabled. My child will develop normally. They stand a decent chance of being true, even.","B","1","The New York Times","2017-06-30T20:19:42+0000","article","Business","Your Money","News","nyt://article/478bd8bd-6472-5b29-a62b-c13d913f0318",1355,"nyt://article/478bd8bd-6472-5b29-a62b-c13d913f0318",NA,"Plan on Growing Old? Then the Medicaid Debate Affects You","Your Money",NA,"Plan on Growing Old?  Then the Debate  Over Medicaid Affects You",NA,NA,NA,"By Ron Lieber",NA,2273,150,33,NA
"149","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The couple met at the University of Pennsylvania, and they both work in Philadelphia.","https://www.nytimes.com/2017/05/07/fashion/weddings/courtney-brein-eugene-braude.html","The couple met at the University of Pennsylvania, and they both work in Philadelphia.","Courtney Erin Brein and Eugene Braude were married May 6 at the Down Town Club, an events space in Philadelphia. Rabbi Jeffrey R. Astrachan officiated.","ST","16","The New York Times","2017-05-07T04:05:05+0000","article","Society","Fashion & Style","News","nyt://article/59d24240-6a61-5b94-8c72-4126faa88ea8",213,"nyt://article/59d24240-6a61-5b94-8c72-4126faa88ea8","Weddings","Courtney Brein, Eugene Braude",NA,NA,"Courtney Brein,  Eugene Braude",NA,NA,NA,NA,NA,2273,150,33,NA
"150","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A list of residents’ rights, along with advice from lawyers and advocates who work on behalf of people in nursing homes.","https://www.nytimes.com/2018/02/22/business/nursing-home-eviction-rights.html","A list of residents’ rights, along with advice from lawyers and advocates who work on behalf of people in nursing homes.","Many nursing home residents are unaware of their rights. So when these individuals face the threat of eviction, legal advocates say, many of them do not even realize they have the right to challenge their discharge.",NA,NA,"The New York Times","2018-02-22T09:59:08+0000","article","Business","Business Day","News","nyt://article/a63e0c94-fb4d-5a45-9c2f-918b04452dcc",447,"nyt://article/a63e0c94-fb4d-5a45-9c2f-918b04452dcc",NA,"How to Challenge a Nursing Home Eviction Notice, and Other Tips",NA,NA,NA,NA,NA,NA,"By Tara Siegel Bernard and Robert Pear",NA,2273,150,33,NA
"151","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Coronavirus infections have spread at an elder care facility in Shanghai. Workers said deaths are increasing and resources dwindling.","https://www.nytimes.com/2022/04/01/world/asia/china-covid-shanghai.html","Coronavirus infections have spread at an elder care facility in Shanghai. Workers said deaths are increasing and resources dwindling.","A coronavirus outbreak is ravaging a hospital in Shanghai for older adults, underscoring the difficulties officials have had in containing infections even as the city imposed a 10-day staggered lockdown.","A","11","The New York Times","2022-04-01T12:57:07+0000","article","Foreign","World","News","nyt://article/dc2d35ff-279d-57b5-b411-b37e48f228e3",1141,"nyt://article/dc2d35ff-279d-57b5-b411-b37e48f228e3","Asia Pacific","Outbreak at Shanghai Hospital Exposes Covid’s Risks to China’s Seniors",NA,NA,"Outbreak at Shanghai Hospital Exposes Coronavirus Risk to China’s Older Adults",NA,NA,NA,"By John Liu, Amy Chang Chien and Paul Mozur",NA,2273,160,31,NA
"152","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Many readers recounted stories about their own family members’ experiences under difficult circumstances.","https://www.nytimes.com/2015/04/17/health/a-lively-comment-discussion-about-dementia-and-sex.html","Many readers recounted stories about their own family members’ experiences under difficult circumstances.","Elder sex. Nursing home dalliances. The erotic lives of dementia patients.",NA,NA,"The New York Times","2015-04-17T19:59:11+0000","article","Science","Health","News","nyt://article/d625bf5c-194f-5a6d-92f9-2a73d39db495",809,"nyt://article/d625bf5c-194f-5a6d-92f9-2a73d39db495",NA,"A Lively Comment Discussion About Dementia and Sex","Reactions",NA,NA,NA,NA,NA,"By Nancy Wartik",NA,2273,160,31,NA
"153","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Some are questioning whether a new rule on temperature control, soon to take effect, should be strengthened after eight residents died in a center without air-conditioning.","https://www.nytimes.com/2017/09/14/us/nursing-home-deaths-irma.html","Some are questioning whether a new rule on temperature control, soon to take effect, should be strengthened after eight residents died in a center without air-conditioning.","HOLLYWOOD, Fla. — After an estimated 215 people died in hospitals and nursing homes in Louisiana following Hurricane Katrina in 2005, policy makers realized that the nation’s health care institutions were ill-prepared for disasters.","A","13","The New York Times","2017-09-14T23:42:37+0000","article","National","U.S.","News","nyt://article/8891404a-7133-5dbd-b32c-8a79baaf3a6f",1108,"nyt://article/8891404a-7133-5dbd-b32c-8a79baaf3a6f",NA,"Nursing Home Deaths in Florida Heighten Scrutiny of Disaster Planning",NA,NA,"After Care Center Deaths, New Scrutiny for Planners",NA,NA,NA,"By Neil Reisner and Sheri Fink",NA,2273,160,31,NA
"154","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Covid has surged through nursing homes in Hong Kong, but older residents are still among the city’s least vaccinated and the most skeptical.","https://www.nytimes.com/2022/02/25/business/hong-kong-unvaccinated-elderly.html","Covid has surged through nursing homes in Hong Kong, but older residents are still among the city’s least vaccinated and the most skeptical.","HONG KONG — For two years, Hong Kong had largely avoided a major coronavirus outbreak with tight border controls and strict social distancing measures. Then Omicron triggered an explosion of infections, exposing the city’s failure to prepare its older — and most at risk — residents for the worst.","A","13","The New York Times","2022-02-25T09:57:10+0000","article","Business","Business Day","News","nyt://article/d9904144-a7a7-5583-8e04-ee280694c0db",1266,"nyt://article/d9904144-a7a7-5583-8e04-ee280694c0db",NA,"‘I Don’t Dare Get the Shot’: Virus Ravages Unvaccinated Older Hong Kongers",NA,NA,"Covid Outbreak Takes Hong Kong by Surprise, Ravaging City’s Elders",NA,NA,NA,"By Alexandra Stevenson and Austin Ramzy",NA,2273,160,31,NA
"155","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Kimberly Jackson, a discharge planner at NeuroBehavioral Hospital in Indiana, spoke publicly about nursing homes’ practice of dumping patients in hospitals.","https://www.nytimes.com/2020/09/30/business/employee-fired-nursing-homes-new-york-times.html","Kimberly Jackson, a discharge planner at NeuroBehavioral Hospital in Indiana, spoke publicly about nursing homes’ practice of dumping patients in hospitals.","NeuroBehavioral Hospital, a psychiatric hospital in Crown Point, Ind., fired an employee last week after she was quoted in a New York Times article about nursing homes and their illegal dumping of unprofitable patients at emergency rooms and psychiatric hospitals.",NA,NA,"The New York Times","2020-09-30T17:28:53+0000","article","Business","Business Day","News","nyt://article/171ae6e1-27f8-533c-8cfe-ee29fe5cbd0d",255,"nyt://article/171ae6e1-27f8-533c-8cfe-ee29fe5cbd0d",NA,"Hospital Employee Is Fired After Speaking to The New York Times",NA,NA,NA,NA,NA,NA,"By Jessica Silver-Greenberg",NA,2273,160,31,NA
"156","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Home care workers in Massachusetts are the latest victors in the Fight for $15. Who will be next?","https://takingnote.blogs.nytimes.com/2015/06/26/a-starting-wage-of-15-an-hour-the-new-normal/","Home care workers in Massachusetts are the latest victors in the Fight for $15. Who will be next?","The Fight for $15 notched a big victory on Friday, when 35,000 home care workers in Massachusetts became the first in the nation to achieve a statewide starting wage of $15 an hour.",NA,NA,"The New York Times","2015-06-26T22:03:49+0000","article","OpEd","Opinion","News","nyt://article/ce5b644a-71e2-5091-82f0-128e54bd9a76",346,"nyt://article/ce5b644a-71e2-5091-82f0-128e54bd9a76",NA,"A Starting Wage of $15 an Hour: The New Normal?","Taking Note",NA,NA,NA,NA,NA,"By Teresa Tritch",NA,2273,160,31,NA
"157","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Wesley Morris and Jenna Wortham discuss personal health in our ailing country.","https://www.nytimes.com/2017/08/24/podcasts/still-processing-we-care-for-ourselves-and-others-in-trumps-america.html","Wesley Morris and Jenna Wortham discuss personal health in our ailing country.","The events of the last few weeks have shown us that we are fully living in Trump’s America, with a president who is slow to condemn the actions of white supremacists. The realization has been exhausting. This week, we take a step back to think about what the political moment is doing to our emotional and physical states. We discuss our routines of self-care — and investigate the origins of the phrase and why it feels overused and even a little cliché. We also talk to Matthew Steinfeld, an assistant professor of psychiatry at the Yale University School of Medicine about our ailing country and get a few ideas for how to remedy ourselves, and perhaps one another.",NA,NA,"The New York Times","2017-08-24T16:30:01+0000","article","Podcasts","Podcasts","News","nyt://article/e7133ea5-1e83-570c-851a-dc6b0efcdd5f",9153,"nyt://article/e7133ea5-1e83-570c-851a-dc6b0efcdd5f",NA,"Still Processing: We Care for Ourselves and Others in Trump’s America","Still Processing",NA,NA,NA,NA,NA,"By Wesley Morris and Jenna Wortham",NA,2273,160,31,NA
"158","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Younger car owners are more likely to see their vehicle as utilitarian, and they’re trickier for product makers to market to.","https://www.nytimes.com/2020/05/17/business/car-wax-marketing.html","Younger car owners are more likely to see their vehicle as utilitarian, and they’re trickier for product makers to market to.","Millennials don’t love their cars the way their elders did, and if you make car wax, that’s a problem.","B","7","The New York Times","2020-05-17T18:30:05+0000","article","Business","Business Day","News","nyt://article/e23de351-7d3e-5883-be79-a656e49e4739",994,"nyt://article/e23de351-7d3e-5883-be79-a656e49e4739",NA,"A Generation Gap in Car Wax","Wheels",NA,"Selling Turtle Wax to the Dudes Who Say ‘Whatever’ to Car Care",NA,NA,NA,"By Roy Furchgott",NA,2273,160,31,NA
"159","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","With the pandemic highlighting the importance of health coverage, Democrats are leaning into health care as a campaign issue. Republicans appear to be on shakier footing.","https://www.nytimes.com/2020/09/02/us/politics/health-care-democrats-2020-election.html","With the pandemic highlighting the importance of health coverage, Democrats are leaning into health care as a campaign issue. Republicans appear to be on shakier footing.","At the Democratic National Convention, viewers heard from an Arizona man whose young son was born with a congenital heart defect, a Wisconsin woman with an autoimmune disease and cancer survivors from several states. Their stories highlighted the importance of health care — and the protections provided by the Affordable Care Act.","A","20","The New York Times","2020-09-02T09:00:42+0000","article","Politics","U.S.","News","nyt://article/e4b8f8ac-c488-5107-a7b4-7ee6022b8255",1615,"nyt://article/e4b8f8ac-c488-5107-a7b4-7ee6022b8255","Politics","Health Care Powered Democratic Wins in 2018. The Party Hopes for a Repeat.",NA,NA,"G.O.P. Health Stance May Be Achilles’ Heel",NA,NA,NA,"By Thomas Kaplan",NA,2273,160,31,NA
"160","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","In “No One Cares About Crazy People,” Ron Powers shares the story of his two sons’s struggles with schizophrenia.","https://www.nytimes.com/2017/04/04/books/review/no-one-cares-about-crazy-people-ron-powers.html","In “No One Cares About Crazy People,” Ron Powers shares the story of his two sons’s struggles with schizophrenia.","NO ONE CARES ABOUT CRAZY PEOPLEThe Chaos and Heartbreak of Mental Health in AmericaBy Ron Powers360 pp. Hachette Books. $28.","BR","1","The New York Times","2017-04-04T11:00:02+0000","article","BookReview","Books","Review","nyt://article/b9ba99c6-54f4-5ee9-a4b2-cb57805e81fc",1275,"nyt://article/b9ba99c6-54f4-5ee9-a4b2-cb57805e81fc","Book Review","One Family’s Story of Mental Illness and What Came After","Nonfiction",NA,"‘No One Cares About Crazy People’",NA,NA,NA,"By Ron Suskind",NA,2273,160,31,NA
"161","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Readers respond to articles in Science Times.","https://www.nytimes.com/2015/05/05/science/letters-to-the-editor-and-online-comments.html","Readers respond to articles in Science Times.","Global Health","D","5","The New York Times","2015-05-04T21:40:41+0000","article","Science","Science","News","nyt://article/1f334e19-b06d-56be-8da2-2943d0870052",645,"nyt://article/1f334e19-b06d-56be-8da2-2943d0870052",NA,"Letters to the Editor and Online Comments","Reactions",NA,"Letters to the Editor and Online Comments",NA,NA,NA,NA,NA,2273,170,28,NA
"162","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The bride is a psychotherapist, and the groom works for Wellthy, a technology company.","https://www.nytimes.com/2016/09/04/fashion/weddings/melanie-simonson-steven-evans.html","The bride is a psychotherapist, and the groom works for Wellthy, a technology company.","Melanie Rose Simonson, a daughter of Jane S. Simonson and Dr. Peter T. Simonson of Suffern, N.Y., is to be married Sept. 4 to Steven Alexander Evans, a son of Dr. Steven Evans of Upper St. Clair, Pa., and the late Dr. Cynthia A. Duarte-Evans. Rabbi Zachary A. Fredman is to officiate at the Estate at Florentine Gardens, an event space in River Vale, N.J., with the Rev. Richard L. Freeman Sr. taking part.","ST","19","The New York Times","2016-09-04T04:10:04+0000","article","Society","Fashion & Style","News","nyt://article/761ee700-3b4d-5ed8-8a84-6762bc692aa6",230,"nyt://article/761ee700-3b4d-5ed8-8a84-6762bc692aa6","Weddings","Melanie Simonson, Steven Evans",NA,NA,"Melanie Simonson,  Steven Evans",NA,NA,NA,NA,NA,2273,170,28,NA
"163","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The costs of many essentials have risen faster than incomes for decades. The White House argues its initiatives could ease the pressure.","https://www.nytimes.com/2021/08/11/upshot/how-the-biden-administration-wants-to-reframe-the-inflation-debate.html","The costs of many essentials have risen faster than incomes for decades. The White House argues its initiatives could ease the pressure.","The inflation numbers keep coming in hot, and it is making some moderate Democrats wary about the Biden administration’s proposed $3.5 trillion package of spending to support families, boost clean energy and more.","B","4","The New York Times","2021-08-11T16:47:25+0000","article","Business","The Upshot","News","nyt://article/870be406-abfe-5f79-a70f-92bdb838c030",792,"nyt://article/870be406-abfe-5f79-a70f-92bdb838c030",NA,"How the Biden Administration Wants to Reframe the Inflation Debate",NA,NA,"How the Biden Administration Wants to Change the Inflation Debate",NA,NA,NA,"By Neil Irwin",NA,2273,170,28,NA
"164","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","While ventilator shortages have been largely averted in the U.S., this lifesaving therapy is scarce. How to choose which critically ill patients get it?","https://www.nytimes.com/2021/07/12/us/covid-treatment-ecmo.html","While ventilator shortages have been largely averted in the U.S., this lifesaving therapy is scarce. How to choose which critically ill patients get it?","During a surge of coronavirus cases at Houston Methodist Hospital last summer, a patient in his 40s on a ventilator was declining. There was one more option, a last-resort treatment that can mechanically substitute for badly damaged lungs.","A","1","The New York Times","2021-07-12T07:00:12+0000","article","Investigative","U.S.","News","nyt://article/426d0855-bc6c-5b5f-9a05-184797fd6220",2707,"nyt://article/426d0855-bc6c-5b5f-9a05-184797fd6220",NA,"The Rationing of a Last-Resort Covid Treatment",NA,NA,"Rationing Care for a Last-Resort Covid Therapy",NA,NA,NA,"By Sheri Fink",NA,2273,170,28,NA
"165","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","In a place of poverty, social ills and fractured families, Raul Mendoza, 69, coach of the Chinle, Ariz., Wildcats, is a source of quiet strength for his young players.","https://www.nytimes.com/2017/01/01/sports/basketball/navajo-nation-raul-mendoza-arizona.html","In a place of poverty, social ills and fractured families, Raul Mendoza, 69, coach of the Chinle, Ariz., Wildcats, is a source of quiet strength for his young players.","More than 60 years ago, an American Indian boy climbed a mountain and peered across the Sonoran Desert. He saw the shimmering reflection of the Gulf of California and wondered about the world beyond. Then he returned to picking cotton in the fields of southern Arizona, where the summer sun pounded like a hammer on his back.","D","1","The New York Times","2017-01-02T01:41:34+0000","article","Sports","Sports","News","nyt://article/aaa9f4ad-35c7-5999-9560-0a2fe92d249d",2180,"nyt://article/aaa9f4ad-35c7-5999-9560-0a2fe92d249d","Pro Basketball","In Navajo Nation, a Basketball Elder Earns Respect","Sports of The Times",NA,"Molder of Navajo Youth, Where a Game Is Sacred",NA,NA,NA,"By Michael Powell",NA,2273,170,28,NA
"166","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The bride and groom met at Vassar, from which they each graduated.","https://www.nytimes.com/2016/09/11/fashion/weddings/lillian-meredith-abel-mcdonnell.html","The bride and groom met at Vassar, from which they each graduated.","Lillian Ingram Meredith and Abel McDonnell were married Sept. 10. Martin Marcus, an acting justice of New York State Supreme Court in the Bronx, officiated at the weekend home of the bride’s parents in Bloomville, N.Y.","ST","23","The New York Times","2016-09-11T04:05:05+0000","article","Society","Fashion & Style","News","nyt://article/3a5b4ca0-f3af-5189-9708-9368d88acaf4",231,"nyt://article/3a5b4ca0-f3af-5189-9708-9368d88acaf4","Weddings","Lillian Meredith, Abel McDonnell",NA,NA,"Lillian Meredith,  Abel McDonnell",NA,NA,NA,NA,NA,2273,170,28,NA
