"","status","copyright","response.docs.abstract","response.docs.web_url","response.docs.snippet","response.docs.lead_paragraph","response.docs.source","response.docs.pub_date","response.docs.document_type","response.docs.news_desk","response.docs.section_name","response.docs.subsection_name","response.docs.type_of_material","response.docs._id","response.docs.word_count","response.docs.uri","response.docs.print_section","response.docs.print_page","response.docs.headline.main","response.docs.headline.kicker","response.docs.headline.content_kicker","response.docs.headline.print_headline","response.docs.headline.name","response.docs.headline.seo","response.docs.headline.sub","response.docs.byline.original","response.docs.byline.organization","response.meta.hits","response.meta.offset","response.meta.time"
"211","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Dozens of top recipients of government aid have laid off, furloughed or cut the pay of tens of thousands of employees.","https://www.nytimes.com/2020/06/08/business/hospitals-bailouts-ceo-pay.html","Dozens of top recipients of government aid have laid off, furloughed or cut the pay of tens of thousands of employees.","HCA Healthcare is one of the world’s wealthiest hospital chains. It earned more than $7 billion in profits over the past two years. It is worth $36 billion. It paid its chief executive $26 million in 2019.","The New York Times","2020-06-08T07:00:13+0000","article","Business","Business Day",NA,"News","nyt://article/9a3f9d50-23e8-5d1e-af4f-688ecc35fab9",1766,"nyt://article/9a3f9d50-23e8-5d1e-af4f-688ecc35fab9","B","1","Hospitals Got Bailouts and Furloughed Thousands While Paying C.E.O.s Millions",NA,NA,"After Billions in Aid, Layoffs Followed",NA,NA,NA,"By Jessica Silver-Greenberg, Jesse Drucker and David Enrich",NA,266,210,38
"212","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The federal government announced some news that could temporarily take a bit of strain off the budgets of Americans who still owe money in taxes: The usual April 15 tax deadline has been extended to July 15. This applies to both filing and paying your federal income taxes. [Editorial note: The evaluations of financial products...","https://www.nytimes.com/wirecutter/money/delay-paying-taxes/","The federal government announced some news that could temporarily take a bit of strain off the budgets of Americans who still owe money in taxes: The usual April 15 tax deadline has been extended to July 15. This applies to both filing and paying ...","The federal government announced some news that could temporarily take a bit of strain off the budgets of Americans who still owe money in taxes: The usual April 15 tax deadline has been extended to July 15. This applies to both filing and paying your federal income taxes. [Editorial note: The evaluations of financial products...","Wirecutter","2020-03-27T00:00:00+0000","wirecutterarticle","",NA,NA,NA,"nyt://wirecutterarticle/6c77b3d6-fec3-5422-b329-7d3b25d260d0",0,"nyt://wirecutterarticle/6c77b3d6-fec3-5422-b329-7d3b25d260d0",NA,NA,"You May Be Able to Delay Paying Your Taxes, but Should You?",NA,NA,NA,NA,NA,NA,NA,NA,266,210,38
"213","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","When office closures put physical distance between colleagues, many hoped that incidents of harassment would drop. That flame quickly went dark.","https://www.nytimes.com/2021/06/08/us/workplace-harassment-remote-work.html","When office closures put physical distance between colleagues, many hoped that incidents of harassment would drop. That flame quickly went dark.","— Jennifer Brown, a diversity, equity and inclusion expert","The New York Times","2021-06-08T18:38:59+0000","article","Gender","U.S.",NA,"News","nyt://article/3c077eec-d5bc-55f0-a603-3c5f6d1b0aef",1853,"nyt://article/3c077eec-d5bc-55f0-a603-3c5f6d1b0aef",NA,NA,"Workplace Harassment in the Age of Remote Work","in her words",NA,NA,NA,NA,NA,"By Leah Fessler",NA,266,210,38
"214","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Times readers weigh in on the magic and complications of grandmothers.","https://www.nytimes.com/2021/05/08/opinion/mothers-grandmothers-parenting.html","Times readers weigh in on the magic and complications of grandmothers.","“The human grand-maternal relationship is nearly unique in the natural world,” writes Abigail Tucker, a science writer, in a guest essay for Opinion. For new mothers in particular who are lucky enough to have their own mothers at hand, there are “tremendous benefits to our mental health and maternal behavior in ways that emerging science increasingly underscores.”","The New York Times","2021-05-08T15:00:05+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/854b4972-0fe0-5af9-a4b6-f292e05fcf33",1846,"nyt://article/854b4972-0fe0-5af9-a4b6-f292e05fcf33",NA,NA,"Learning to Be a Mother Can Take Generations — and Sometimes, Distance",NA,NA,NA,NA,NA,NA,"By Rachel L. Harris and Lisa Tarchak",NA,266,210,38
"215","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","This Mother’s Day, think about how far we have to go — and remember how far we’ve come.","https://www.nytimes.com/2022/05/07/opinion/mothers-day.html","This Mother’s Day, think about how far we have to go — and remember how far we’ve come.","To pass the time on a recent flight while my kids melted their brains with video games, I watched the classic 1980 movie “9 to 5.” If you haven’t seen it, or need a refresher, it’s about three office workers played by Dolly Parton, Lily Tomlin and Jane Fonda navigating their brazenly sexist workplace and taking on their male chauvinist pig of a boss. In the end, they triumph and establish a feminist fantasy of a supportive work environment, including flexible work schedules, on-site child care and a substance abuse rehabilitation program.","The New York Times","2022-05-07T16:00:36+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/386cbcc3-5ad3-5d08-bcc9-9e5b5dc00252",1922,"nyt://article/386cbcc3-5ad3-5d08-bcc9-9e5b5dc00252","SR","6","What It Takes to Get America’s Moms What We Need","Jessica Grose",NA,"What Moms Really Need",NA,NA,NA,"By Jessica Grose",NA,266,210,38
"216","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A profile on Michael Warner in our 107th annual Neediest Cases Fund campaign was among those that motivated Times readers to contribute.","https://www.nytimes.com/2019/04/13/neediest-cases/neediest-cases-fund.html","A profile on Michael Warner in our 107th annual Neediest Cases Fund campaign was among those that motivated Times readers to contribute.","Last April, Michael Warner was out of a job. In fact, he had been without steady work for over a decade. ","The New York Times","2019-04-13T10:33:38+0000","article","Metro","Neediest Cases",NA,"News","nyt://article/ae7d18da-e39e-530e-9045-6a8ee4233380",1718,"nyt://article/ae7d18da-e39e-530e-9045-6a8ee4233380","A","20","Stories That Inspired Readers to Give $5.6 Million","The Neediest CAses Fund",NA,"Stories That Inspired Readers to Give $5.6 Million",NA,NA,NA,"By John Otis and Remy Tumin",NA,266,210,38
"217","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Are Republicans in the Senate, the House and the Trump administration really going to go through with their plan to destroy social insurance?","https://www.nytimes.com/2017/06/29/opinion/mitch-mcconnell-health-care-medicaid.html","Are Republicans in the Senate, the House and the Trump administration really going to go through with their plan to destroy social insurance?","More than a third of Americans believe that Medicaid is akin to welfare, with the implicit subtext that racial and ethnic minorities are the principal beneficiaries.","The New York Times","2017-06-29T08:02:47+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/42885971-e572-50d6-97bf-468aca30e8ab",1811,"nyt://article/42885971-e572-50d6-97bf-468aca30e8ab",NA,NA,"The Mitch McConnell Sinkhole","Contributing Op-Ed Writer",NA,NA,NA,NA,NA,"By Thomas B. Edsall",NA,266,210,38
"218","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Nature-based preschools are becoming increasingly popular. But what are they, and are they effective?","https://www.nytimes.com/2020/04/19/parenting/forest-school.html","Nature-based preschools are becoming increasingly popular. But what are they, and are they effective?","This story was originally published on Aug. 15, 2019 in NYT Parenting.","The New York Times","2020-04-19T18:59:55+0000","article","Parenting","Parenting",NA,"News","nyt://article/b2776a79-edf9-5f8d-adff-5550c3428e40",1851,"nyt://article/b2776a79-edf9-5f8d-adff-5550c3428e40",NA,NA,"Can Climbing Trees Replace Preparing for Tests?",NA,NA,NA,NA,NA,NA,"By Katherine Martinelli",NA,266,210,38
"219","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","In India, parents who migrate to cities often have no choice but to leave their children alone while they work at low-wage jobs. Now there’s some relief.","https://www.nytimes.com/2019/03/26/opinion/in-india-a-boon-for-low-paid-working-mothers-nearby-child-care.html","In India, parents who migrate to cities often have no choice but to leave their children alone while they work at low-wage jobs. Now there’s some relief.","NEW DELHI — By midafternoon, Usha Devi’s one-bedroom home was a mess. Her infant daughter spilled water on the bed, and her toddler smeared food on the floor and picked up a knife as her 10-year-old thrust her homework under Ms. Devi’s nose. “I only get an hour for lunch,” Ms. Devi said, prioritizing her youngest and unbuttoning her blouse to breast-feed the baby.","The New York Times","2019-03-26T09:00:12+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/7aa1bdc0-ff49-52bf-9b50-42ac487e0b00",1684,"nyt://article/7aa1bdc0-ff49-52bf-9b50-42ac487e0b00",NA,NA,"‘My Girls Are Getting a Future Here’","Fixes",NA,NA,NA,NA,NA,"By Vidhi Doshi",NA,266,210,38
"220","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Tara Parker-Pope answered your questions about love and relationships.","https://www.nytimes.com/interactive/2017/09/22/smarter-living/any-questions-relationships.html","Tara Parker-Pope answered your questions about love and relationships.","Tara Parker-Pope answered your questions about love and relationships.","The New York Times","2017-09-22T20:38:25+0000","multimedia","Smarter Living","Smarter Living",NA,"Interactive Feature","nyt://interactive/f003106e-6fc7-5dd4-9019-495cf4647c9d",0,"nyt://interactive/f003106e-6fc7-5dd4-9019-495cf4647c9d",NA,NA,"How to Have a Better Relationship","Any Questions?",NA,NA,NA,NA,NA,NA,NA,266,210,38
"221","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The suspension of most legal immigration, combined with the pandemic, has left visa applicants in limbo. Even if President Biden ends the bans, it could take years to process everyone.","https://www.nytimes.com/2021/02/03/us/immigrant-visas-consulates-backlog.html","The suspension of most legal immigration, combined with the pandemic, has left visa applicants in limbo. Even if President Biden ends the bans, it could take years to process everyone.","When the pandemic forced her children’s school and day care to close, Luwam Beyene started working nights so she could be home during the day. As soon as she gets home, she makes breakfast and gets her son ready for online school. The children often have her attention until she leaves again for work in the evenings.","The New York Times","2021-02-03T10:00:22+0000","article","National","U.S.",NA,"News","nyt://article/c49a8521-cdff-5fcd-ac24-e49cb225c53e",1680,"nyt://article/c49a8521-cdff-5fcd-ac24-e49cb225c53e","A","15","Biden Administration Faces Backlog of 380,000 Waiting to Immigrate",NA,NA,"Growing Backlog of Visa Applications Slows Plan to Reopen Country’s Doors",NA,NA,NA,"By Caleb Hampton",NA,266,220,29
"222","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","I had come to believe I was unable to break through my physical disability. I was wrong. ","https://www.nytimes.com/2018/09/19/opinion/disability-multiple-sclerosis-losing-touch.html","I had come to believe I was unable to break through my physical disability. I was wrong. ","One of my oldest friends is here to visit. For as long as we’ve known each other, we’ve been in sync, weaving in and out of each other’s lives and reaching milestones together. We married our partners around the same time, went through law school and medical school at the same time, got pregnant with our sons in unison and lived as neighbors for years. Although we have visited each other frequently, time has slowly gotten away from us. I haven’t seen her in more than a year. ","The New York Times","2018-09-19T10:00:05+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/64bb4057-16a5-57e8-b179-e7acf29ca7a5",1733,"nyt://article/64bb4057-16a5-57e8-b179-e7acf29ca7a5",NA,NA,"Losing Touch, Finding Intimacy","disability",NA,NA,NA,NA,NA,"By Elizabeth Jameson and Catherine Monahon",NA,266,220,29
"223","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A lack of child care and elder care options has forced some women to limit their hours or sidelined them altogether, hurting their career prospects.","https://www.nytimes.com/2022/07/07/business/economy/women-labor-caregiving.html","A lack of child care and elder care options has forced some women to limit their hours or sidelined them altogether, hurting their career prospects.","To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.","The New York Times","2022-07-07T15:40:54+0000","article","Business","Business Day","Economy","News","nyt://article/dfc94176-4374-5dca-9103-8bb8f2d236db",1834,"nyt://article/dfc94176-4374-5dca-9103-8bb8f2d236db","A","1","Jobs Aplenty, but a Shortage of Care Keeps Many Women From Benefiting",NA,NA,"With Employers Eager to Hire, Many Women Are Missing Out",NA,NA,NA,"By Lydia DePillis, Jeanna Smialek and Ben Casselman",NA,266,220,29
"224","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Erica Takato had trained for a profession that is crucial for Japan: teaching preschool. Then she got pregnant and was hounded from her job.","https://www.nytimes.com/2019/06/09/world/asia/japan-day-care.html","Erica Takato had trained for a profession that is crucial for Japan: teaching preschool. Then she got pregnant and was hounded from her job.","TOKYO — Ever since she was a young girl, all Erica Takato wanted to do was work with small children.","The New York Times","2019-06-09T06:45:12+0000","article","Foreign","World","Asia Pacific","News","nyt://article/9a05824a-399c-5af7-b372-71a38828db0f",1942,"nyt://article/9a05824a-399c-5af7-b372-71a38828db0f","A","14","Japan Desperately Needs More Day Care Workers. New Mothers Need Not Apply.",NA,NA,"In Japan, Mothers Need Not Apply",NA,NA,NA,"By Motoko Rich",NA,266,220,29
"225","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A nursing shortage — driven by the pandemic — has made life miserable for parents with profoundly disabled children. “What if I’m so exhausted that I make a mistake?”","https://www.nytimes.com/2021/06/04/health/nursing-shortage-disabled-children.html","A nursing shortage — driven by the pandemic — has made life miserable for parents with profoundly disabled children. “What if I’m so exhausted that I make a mistake?”","It was 9 a.m. on a Sunday in May, and Chloe Mead was already worn out.","The New York Times","2021-06-04T21:19:47+0000","article","Science","Health",NA,"News","nyt://article/51215530-d869-542c-afda-f746c849d194",1943,"nyt://article/51215530-d869-542c-afda-f746c849d194","A","1","To Keep Their Son Alive, They Sleep in Shifts. And Hope a Nurse Shows Up.",NA,NA,"Taking Shifts to Care for Their Child, and Hoping a Nurse Arrives",NA,NA,NA,"By Ted Alcorn and Brittainy Newman",NA,266,220,29
"226","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The coronavirus pandemic has drawn new business to start-ups that provide end-of-life services, from estate planning to a final tweet.","https://www.nytimes.com/2020/07/16/business/boom-time-for-death-planning.html","The coronavirus pandemic has drawn new business to start-ups that provide end-of-life services, from estate planning to a final tweet.","One day in April, as the coronavirus ravaged New York City, 24-year-old Isabelle Rodriguez composed a tweet she would send from the grave.","The New York Times","2020-07-16T09:00:24+0000","article","SundayBusiness","Business Day",NA,"News","nyt://article/de6dc20f-a5bc-5148-b90c-d163de8fecba",2748,"nyt://article/de6dc20f-a5bc-5148-b90c-d163de8fecba","BU","1","Boom Time for Death Planning",NA,NA,"A Boom Time for Death Planning",NA,NA,NA,"By Jennifer Miller",NA,266,220,29
"227","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Student loan debt is an albatross around the Democrats’ neck.","https://www.nytimes.com/2022/05/21/opinion/cancel-student-loan-debt.html","Student loan debt is an albatross around the Democrats’ neck.","If it weren’t for all of the Black women students milling about, Bennett College in Greensboro, N.C., would be the picture of Hollywood’s idea of a small liberal arts college. The red-brick architecture anchors a manicured quad. Wide footpaths crisscross the small but tidy commons.","The New York Times","2022-05-21T15:00:07+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/680664ce-b0bc-5fc2-b661-c98950ba845e",2252,"nyt://article/680664ce-b0bc-5fc2-b661-c98950ba845e",NA,NA,"America Turned the Greatest Vehicle of Social Mobility Into a Debt Machine","Tressie McMillan Cottom",NA,NA,NA,NA,NA,"By Tressie McMillan Cottom",NA,266,220,29
"228","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","“Deep Adaptation” made people confront the end of the world from climate change. Does it matter if it’s not correct?","https://www.nytimes.com/2020/12/26/style/climate-change-deep-adaptation.html","“Deep Adaptation” made people confront the end of the world from climate change. Does it matter if it’s not correct?","Two years ago, an influential paper suggested that we were too late to save the world.","The New York Times","2020-12-26T10:00:13+0000","article","Styles","Style",NA,"News","nyt://article/9c3b65b0-9d6d-5069-a26c-6446ef7c1288",2436,"nyt://article/9c3b65b0-9d6d-5069-a26c-6446ef7c1288","ST","4","The Darkest Timeline",NA,NA,"Deep Adaptation Follows a Dark Timeline",NA,NA,NA,"By Jonah E. Bromwich",NA,266,220,29
"229","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Readers tell us how they’re managing the Parent-Employee-Teacher trifecta during the pandemic.","https://www.nytimes.com/2020/05/13/opinion/parenting-coronavirus-burnout.html","Readers tell us how they’re managing the Parent-Employee-Teacher trifecta during the pandemic.","What does parenting burnout look like during a pandemic? After a column by Farhad Manjoo on the subject, thousands of readers told us about their “new normal.” For many, excessive screen time was the least of their worries.","The New York Times","2020-05-13T19:00:09+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/278d2d6b-dbb8-5346-b155-ef15bac23d42",2360,"nyt://article/278d2d6b-dbb8-5346-b155-ef15bac23d42",NA,NA,"‘I Have Given Up’: Parenting in Quarantine",NA,NA,NA,NA,NA,NA,"By Rachel L. Harris and Lisa Tarchak",NA,266,220,29
"230","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","How we can all work together — throughout our communities and as individuals — to lead a legacy of fewer lives lost to cardiovascular disease.","https://www.nytimes.com/paidpost/novartis/reimagining-heart-health.html","How we can all work together — throughout our communities and as individuals — to lead a legacy of fewer lives lost to cardiovascular disease.","",NA,"2021-05-12T13:41:51+0000","paidpost","","T Brand",NA,NA,"nyt://paidpost/5b9ba1a2-7847-534f-a77e-c4a1c0df8bcd",2336,"nyt://paidpost/5b9ba1a2-7847-534f-a77e-c4a1c0df8bcd",NA,NA,"Reimagining Heart Health",NA,NA,NA,NA,NA,NA,NA,NA,266,220,29
"231","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Readers are moved by the football coach’s account of caring for his seriously ill wife and offer personal stories and advice.","https://www.nytimes.com/2021/09/04/opinion/letters/coughlin-caregiving.html","Readers are moved by the football coach’s account of caring for his seriously ill wife and offer personal stories and advice.","To the Editor:","The New York Times","2021-09-04T16:00:03+0000","article","Letters","Opinion","Letters","Letter","nyt://article/14e58f22-2426-5d35-b47d-564b51a65374",1238,"nyt://article/14e58f22-2426-5d35-b47d-564b51a65374","SR","8","Coach Coughlin and the Caregiver’s Love and Heartbreak","letters",NA,"Caregiver’s Love and Heartbreak",NA,NA,NA,NA,NA,266,230,29
"232","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","You have an essential role to play in slowing the spread of the new coronavirus. Here is some practical advice from doctors and public health experts on how to protect yourself and your community.","https://www.nytimes.com/interactive/2020/world/coronavirus-preparation-preparedness.html","You have an essential role to play in slowing the spread of the new coronavirus. Here is some practical advice from doctors and public health experts on how to protect yourself and your community.","You have an essential role to play in slowing the spread of the new coronavirus. Here is some practical advice from doctors and public health experts on how to protect yourself and your community.","The New York Times","2020-03-26T09:41:32+0000","multimedia","World","World",NA,"Interactive Feature","nyt://interactive/ee39e28f-7408-5430-b780-07063b81a3b8",0,"nyt://interactive/ee39e28f-7408-5430-b780-07063b81a3b8",NA,NA,"What You Can Do About Coronavirus Right Now",NA,NA,NA,NA,NA,NA,"By Tara Parker-Pope",NA,266,230,29
"233","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Kyra and Kami never got a simple test that could have protected them. Their story exemplifies the failure to care for people with the disease, most of whom are Black.","https://www.nytimes.com/2021/05/23/health/sickle-cell-black-children.html","Kyra and Kami never got a simple test that could have protected them. Their story exemplifies the failure to care for people with the disease, most of whom are Black.","SAN ANTONIO — It was 4 a.m. on a Sunday when Dana Jones heard an ominous sound, barely audible over the whirring of box fans, like someone struggling to breathe. She ran down the hall and found her daughter Kyra, age 12, lying on her back, gasping for air. Terrified, she called 911.","The New York Times","2021-05-23T22:17:50+0000","article","Science","Health",NA,"News","nyt://article/e87281c3-9700-5074-bf13-812310a39540",2620,"nyt://article/e87281c3-9700-5074-bf13-812310a39540","A","1","These Sisters With Sickle Cell Had Devastating, and Preventable, Strokes",NA,NA,"2 Sisters’ Pain, and the Failure To Screen for Sickle Cell Cases",NA,NA,NA,"By Gina Kolata and Ilana Panich-Linsman",NA,266,230,29
"234","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Working groups at the New Rules Summit, hosted by The New York Times, proposed steps that business leaders, policymakers and individuals can take to create inclusive, equitable environments that enable women to succeed.","https://www.nytimes.com/2018/09/30/us/moving-forward.html","Working groups at the New Rules Summit, hosted by The New York Times, proposed steps that business leaders, policymakers and individuals can take to create inclusive, equitable environments that enable women to succeed.","At the New Rules Summit, hosted by The New York Times, participants worked in groups to propose steps that business leaders, policymakers and individuals can take to create inclusive, equitable environments that enable women to succeed. Each group was advised by an expert in business or academia. Following are the topics, quotes from the panel leaders and three takeaways from each. ","The New York Times","2018-09-30T14:54:08+0000","article","SpecialSections","U.S.",NA,"News","nyt://article/7bd15bb3-2c9e-5a5a-959b-58f4a436379c",2757,"nyt://article/7bd15bb3-2c9e-5a5a-959b-58f4a436379c",NA,NA,"Moving Forward",NA,NA,NA,NA,NA,NA,NA,NA,266,230,29
"235","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Is it profiteering — or justice?","https://www.nytimes.com/2021/07/21/magazine/americans-with-disabilities-act.html","Is it profiteering — or justice?","DanVy Vu was out on the floor of her restaurant one chilly evening in December 2019 when a staff member called her to the hostess station to assist an angry customer — a man in a wheelchair who, along with his wife, had been stuck outside. The couple said that they had tried the accessible entrance through a courtyard but found the gate locked, which had left the man shivering out in the cold while his wife circled back to a nonaccessible entrance at the front of the restaurant for help opening the gate.","The New York Times","2021-07-21T09:00:16+0000","article","Magazine","Magazine",NA,"News","nyt://article/2385755c-674c-582d-8bad-80ff8cad8689",6117,"nyt://article/2385755c-674c-582d-8bad-80ff8cad8689","MM","22","The Man Who Filed More Than 180 Disability Lawsuits",NA,NA,"The Price of Access",NA,NA,NA,"By Lauren Markham",NA,266,230,29
"236","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","We asked readers what were the challenges facing women in the work force and what did they think needed to be done to support their needs? Here are some of the responses.","https://www.nytimes.com/2017/10/10/reader-center/women-today-readers-reaction.html","We asked readers what were the challenges facing women in the work force and what did they think needed to be done to support their needs? Here are some of the responses.","In connection with our Women Today section, which was tied to the Women’s Forum for the Economy and Society in Paris on Oct. 5 and 6, we asked readers what were the challenges facing women in the work force and what did they think needed to be done to support their needs? Here are some of the responses we received.","The New York Times","2017-10-10T09:00:03+0000","article","SpecialSections","Reader Center",NA,"News","nyt://article/cb3c24bb-03b6-53cb-84fd-2177491a9c4b",4313,"nyt://article/cb3c24bb-03b6-53cb-84fd-2177491a9c4b",NA,NA,"Readers Speak Out on Goals and Challenges of Women Today","Women Today",NA,NA,NA,NA,NA,"Compiled by The New York Times","The New York Times",266,230,29
"237","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","American moms are isolated, overworked and undersupported. The solution may be living together, separately.","https://www.nytimes.com/2021/10/22/opinion/cohousing-mothers-pandemic-community.html","American moms are isolated, overworked and undersupported. The solution may be living together, separately.","Eastern Village, a 55-unit apartment complex off a commercial strip in Silver Spring, Md., is a surprisingly lovely place, considering that it once housed the drab offices of a social workers’ association and then stood abandoned for nearly a decade, water dripping through the ceilings. When I visited this summer, ivy cascaded so exuberantly over the facade that I walked past the entrance. The landscaped courtyard, wrested out of a parking lot, exuded European charm. Looking up, I saw open walkways lined with balconies, flowers and herbs. Then I spotted a baldish man sitting at a little round table waving to me. He had to be Rabbi Jason Kimelman-Block, a friend of a friend I had asked to show me around the place.","The New York Times","2021-10-22T09:07:23+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/519f995b-0ce9-52fa-a8ae-a92657bddf2e",4467,"nyt://article/519f995b-0ce9-52fa-a8ae-a92657bddf2e","SR","4","Does Co-Housing Provide a Path to Happiness for Modern Parents?","Guest Essay",NA,"Co-Housing Makes Parents Happier",NA,NA,NA,"By Judith Shulevitz",NA,266,230,29
"238","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Confronted by illnesses that most scientists overlook, these families had to work out their own approaches to find treatments.","https://www.nytimes.com/2020/07/07/health/rare-diseases.html","Confronted by illnesses that most scientists overlook, these families had to work out their own approaches to find treatments.","Monica Coenraads had a terrible feeling something was wrong with her 14-month-old baby, Chelsea. She had not learned to walk. She had one word, duck, and then lost it.","The New York Times","2020-07-07T06:59:27+0000","article","Science","Health",NA,"News","nyt://article/baee414e-0a6f-5ea6-b438-3fb373b330fb",3177,"nyt://article/baee414e-0a6f-5ea6-b438-3fb373b330fb","D","1","‘It Will Consume Your Life’: 4 Families Take On Rare Diseases",NA,NA,"‘It Will Consume Your Life’: Families Take On Rare Diseases",NA,NA,NA,"By Gina Kolata",NA,266,230,29
"239","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A withered person with a scrambled mind, memories sealed away: That is the familiar face of Alzheimer’s. But there is also the waiting period, which Geri Taylor has been navigating with prudence, grace and hope.","https://www.nytimes.com/interactive/2016/05/01/nyregion/living-with-alzheimers.html","A withered person with a scrambled mind, memories sealed away: That is the familiar face of Alzheimer’s. But there is also the waiting period, which Geri Taylor has been navigating with prudence, grace and hope.","A withered person with a scrambled mind, memories sealed away: That is the familiar face of Alzheimer’s. But there is also the waiting period, which Geri Taylor has been navigating with prudence, grace and hope.","The New York Times","2016-04-30T09:41:56+0000","multimedia","New York","New York",NA,"Interactive Feature","nyt://interactive/ab9ae7af-cf05-5e36-841f-c4ab7e9d0eee",0,"nyt://interactive/ab9ae7af-cf05-5e36-841f-c4ab7e9d0eee",NA,NA,"Fraying at the Edges: Her Fight to Live With Alzheimer’s",NA,NA,NA,NA,NA,NA,"By N. R. Kleinfield",NA,266,230,29
"240","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","So is leaving them closed. Now what do we do?","https://www.nytimes.com/2020/07/23/sunday-review/reopening-schools-coronavirus.html","So is leaving them closed. Now what do we do?","Of all the American institutions the pandemic has shut down, none face pressure to reopen quite like schools do. Pediatricians exhort schools to open their doors wherever possible or risk developmental harm to kids. Working parents, particularly mothers, are in crisis, worried about having to leave the work force altogether in the absence of a place to send their young children each day. And President Trump is campaigning for schools to reopen, threatening to withhold funding if they don’t.","The New York Times","2020-07-23T09:00:25+0000","article","OpEd","Sunday Review",NA,"Op-Ed","nyt://article/d7b3b43e-225a-54d0-ac62-c855b0244e0b",3634,"nyt://article/d7b3b43e-225a-54d0-ac62-c855b0244e0b","SR","6","Reopening Schools Is Way Harder Than It Should Be","news analysis",NA,"Reopening Schools Is Harder Than It Should Be",NA,NA,NA,"By Sarah Darville",NA,266,230,29
"241","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A conversation with the legal scholar","https://www.nytimes.com/2022/05/31/podcasts/transcript-ezra-klein-interviews-erika-bachiochi.html","A conversation with the legal scholar","Every Tuesday and Friday, Ezra Klein invites you into a conversation about something that matters, like today’s episode with Erika Bachiochi. Listen wherever you get your podcasts.","The New York Times","2022-05-31T16:02:23+0000","article","OpEd","Podcasts",NA,"Op-Ed","nyt://article/28c4452a-ba9a-5dbe-92e7-3abf3abe12d6",14737,"nyt://article/28c4452a-ba9a-5dbe-92e7-3abf3abe12d6",NA,NA,"Transcript: Ezra Klein Interviews Erika Bachiochi","The Ezra Klein Show",NA,NA,NA,NA,NA,NA,NA,266,240,29
"242","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Many of us are taught that if we work hard enough we’ll be able to get over our losses. The social scientist Pauline Boss sees it differently.","https://www.nytimes.com/2021/12/15/magazine/grieving-loss-closure.html","Many of us are taught that if we work hard enough we’ll be able to get over our losses. The social scientist Pauline Boss sees it differently.","When I first visited Pauline Boss in late May, Minneapolis was on the cusp of fully reopening. Boss, who is 87, greeted me in her building’s lobby wearing thick-framed glasses, her light blonde hair short and an Apple Watch clasped on her left wrist. She cautiously extended a hand toward me. “Can we shake hands?” she asked, smiling. “Dare we?” We did.","The New York Times","2021-12-15T10:00:27+0000","article","Magazine","Magazine",NA,"News","nyt://article/3556b87f-3327-5032-9f7e-f9674fa383e7",4496,"nyt://article/3556b87f-3327-5032-9f7e-f9674fa383e7","MM","28","What if There’s No Such Thing as Closure?",NA,NA,"The Ghosts We Live With",NA,NA,NA,"By Meg Bernhard",NA,266,240,29
