"abstract","snippet","lead_paragraph","source","pub_date","document_type","section_name","type_of_material","_id","subsection_name","headline.main","headline.kicker","headline.content_kicker","headline.print_headline","headline.name","headline.seo","headline.sub","slideshow_credits"
"For years, I’ve been listening as my once-vibrant father transfers his frustration with his chronic ailments onto me. But when I hang up the phone, I hang up his dissatisfaction, too.","For years, I’ve been listening as my once-vibrant father transfers his frustration with his chronic ailments onto me. But when I hang up the phone, I hang up his dissatisfaction, too.","My father is having a bad day.","The New York Times","2014-12-01T19:25:32+0000","article","U.S.","News","nyt://article/6fb8ad07-c20d-5e64-949f-147b33388d92",NA,"An Aging Parent’s Frustrations, Heard but Not Absorbed","Motherlode",NA,NA,NA,NA,NA,NA
"A Texas state senator has proposed a rule that would force the state to close homes found to have the highest-level violations of federal quality standards on three separate days over 24 months.","A Texas state senator has proposed a rule that would force the state to close homes found to have the highest-level violations of federal quality standards on three separate days over 24 months.","At a hearing in August to evaluate the state agency responsible for Texas’ elderly residents, State Senator Charles Schwertner singled out seven of the 1,200 nursing homes licensed by the Department of Aging and Disability Services.","The New York Times","2014-09-07T00:07:32+0000","article","U.S.","News","nyt://article/8069c900-9a65-5eba-9e65-7a6c936b1807",NA,"Nursing Facilities Blast ‘Three Strikes’ Proposal","The Texas Tribune",NA,"Nursing Facilities Blast ‘Three Strikes’ Proposal",NA,NA,NA,NA
"Routine tasks that follow well-defined procedures are especially likely to be taken over by computers, and the recession has sped this process up.","Routine tasks that follow well-defined procedures are especially likely to be taken over by computers, and the recession has sped this process up.","The American work force has been growing polarized for decades. On one end, there are highly skilled jobs like writing software or performing surgery, and on the other are service jobs like child care and cutting hair. The jobs in the middle, meanwhile, such as factory work, sales and bookkeeping, are shrinking — one of the reasons for the economy’s slow climb out of the recession.","The New York Times","2014-07-22T15:59:07+0000","article","The Upshot","News","nyt://article/520bb164-085c-5c21-87b5-eb89135f70e3",NA,"Technology, Aided by Recession, Is Polarizing the Work World","What the Future Holds",NA,NA,NA,NA,NA,NA
"An immense tax giveaway to the rich will hurt everyone else. Here’s how.","An immense tax giveaway to the rich will hurt everyone else. Here’s how.","To pass their immense tax giveaway to the rich, Republicans need to ensure their plan would add no more than $1.5 trillion to the deficit over the next decade. To do so, they’re cutting billions of dollars in tax benefits to people trying to raise children, pay for college, buy a home or invest in renewable energy.","The New York Times","2017-11-08T18:33:50+0000","article","Opinion","Editorial","nyt://article/cad2606c-111e-58ed-b7f6-7441cecc9923",NA,"Want Kids, a Degree or a Home? The Tax Bill Would Cost You","Editorial",NA,"This Tax Bill Could Cost You a Bundle",NA,NA,NA,NA
"It’s another rising reality for an aging population: people over age 75 providing care for partners, siblings, friends and even parents.","It’s another rising reality for an aging population: people over age 75 providing care for partners, siblings, friends and even parents.","Gail Schwartz wants to keep her 85-year-old husband out of a nursing home as long as she can, but it isn’t easy.","The New York Times","2015-07-03T10:00:21+0000","article","Health","News","nyt://article/459124ec-973d-5ad8-8b6c-6fddad6e00ad",NA,"More Caregivers Are No Spring Chickens Themselves"," The New Old Age",NA,"Caregivers Who Are No Spring Chickens",NA,NA,NA,NA
"They are finding what families say are pretexts to send patients to hospitals for psychiatric care — and then refusing to let them return.","They are finding what families say are pretexts to send patients to hospitals for psychiatric care — and then refusing to let them return.","In a New York nursing home, a resident hurled a bingo chip. At a home in Georgia, a 46-year-old woman, paralyzed from the waist down, repeatedly complained that no one had changed her diaper. In a California facility, a patient threw tableware.","The New York Times","2020-09-19T16:00:07+0000","article","Business Day","News","nyt://article/866adf0a-961b-524f-b362-6e91697446d7",NA,"Nursing Homes Oust Unwanted Patients With Claims of Psychosis",NA,NA,"Nursing Homes  Seize Pretexts  To Evict Poor",NA,NA,NA,NA
"As their numbers dwindle, geriatricians debate their role.","As their numbers dwindle, geriatricians debate their role.","About a year and a half ago, Dr. Leslie Kernisan, 37, a geriatrician in San Francisco, decided she couldn’t stand her medical practice any longer. Every day, she felt she was shortchanging her older patients.","The New York Times","2013-06-26T15:51:15+0000","article","Health","News","nyt://article/20ff3e55-9080-5381-b9ed-3d9548321585",NA,"Walking Away From Medicare","The New Old Age",NA,NA,NA,NA,NA,NA
"Survivors of the Holocaust pose special challenges for caregivers at the end of life.","Survivors of the Holocaust pose special challenges for caregivers at the end of life.","“And Then There Were None.’’","The New York Times","2014-10-23T20:27:03+0000","article","Health","News","nyt://article/3161cf3e-e8af-523c-a51a-759ef8b6096b",NA,"When Death Approaches Again","The New Old Age",NA,NA,NA,NA,NA,NA
"In continuing care at-home programs, members live in their own houses for years, with regular health check-ins.","In continuing care at-home programs, members live in their own houses for years, with regular health check-ins.","Carole Ann Basso had spent years tending to her ailing parents and disabled husband; at one point, all three were receiving hospice care in her northern New Jersey home.","The New York Times","2019-11-08T16:46:26+0000","article","Health","News","nyt://article/642c6e1d-9a47-5f41-bf38-54f537fb5e9f",NA,"A Retirement Community That Comes to You","the new old age",NA,"A Retirement Community That Comes to You",NA,NA,NA,NA
"In a new anthology, renowned authors of recent decades explore chronic and terminal illness, and the toll that takes on families.","In a new anthology, renowned authors of recent decades explore chronic and terminal illness, and the toll that takes on families.","In a society where 50 million people are caring for someone with a chronic or terminal illness, there is no shortage of literature on the subject, from academic papers to memoirs to practical guides. But in this new anthology, the first of its kind, the “literature” is really that.","The New York Times","2014-03-31T20:26:45+0000","article","Health","News","nyt://article/9f012630-10ac-5e3c-b4e7-091ecef13ab4",NA,"Sharp Truths Only Fiction Can Tell","The New Old Age",NA,"Sharp Truths Only Fiction Can Tell",NA,NA,NA,NA
"Professional affinity communities, which I find most appealing, are few and far between.","Professional affinity communities, which I find most appealing, are few and far between.","“Aging in place” is the mantra of long-term care. Whether looking at reams of survey data, talking to friends or wishing on a star, who among us wouldn’t rather spend the final years — golden or less so — at home, surrounded by our cherished possessions, in our own bed, no cranky old coot as a roommate, no institutional smells or sounds, no lukewarm meals on a schedule of someone else’s making? ","The New York Times","2013-03-01T11:36:50+0000","article","Health","News","nyt://article/fef2064a-2c56-5d66-ac2e-22828eee7d5c",NA,"Why Can’t I Live With People Like Me?","The New Old Age",NA,NA,NA,NA,NA,NA
"Only the young and childless can keep up.","Only the young and childless can keep up.","FOR many Americans, life has become all competition all the time. Workers across the socioeconomic spectrum, from hotel housekeepers to surgeons, have stories about toiling 12- to 16-hour days (often without overtime pay) and experiencing anxiety attacks and exhaustion. Public health experts have begun talking about stress as an epidemic.","The New York Times","2015-09-18T16:44:46+0000","article","Opinion","Op-Ed","nyt://article/f9b2fbcd-79bb-5b15-9f92-ec3e749747bc","Sunday Review","A Toxic Work World","Opinion",NA,"A Toxic Work World",NA,NA,NA,NA
"A surgeon tasked with saving lives says our approach to terminal illness should be about setting discrete goals and maximizing well-being, and much less about maximizing survival.","A surgeon tasked with saving lives says our approach to terminal illness should be about setting discrete goals and maximizing well-being, and much less about maximizing survival.","Perhaps we should reform the medical profession by keeping the young and immortal out of it. Let’s bar medical school entry till age 50: Presumably that would fix our present bizarre disconnect between the army of doctors bent on preserving life and the tiny band able to accept death. Doctors would come equipped with the age-bred wisdom to understand the continuum, and they would demand a health care system that did likewise.","The New York Times","2014-10-06T22:12:22+0000","article","Health","Review","nyt://article/d26139b2-7ff9-54b3-b2e2-2406526caac7",NA,"Don’t Spoil the Ending",NA,NA,"Don’t Spoil the Ending",NA,NA,NA,NA
"A controversy over Medicare coverage of penis pumps highlights our deep discomfort with the sexuality of older people.","A controversy over Medicare coverage of penis pumps highlights our deep discomfort with the sexuality of older people.","What could be more likely to draw international headlines, and jokes on late-night talk shows, than a government report that includes both an alleged waste of Medicare money and erectile dysfunction?","The New York Times","2014-02-06T17:54:30+0000","article","Health","News","nyt://article/ee0cf6fe-9147-5a96-aaca-3390941d06fd",NA,"No Sex, Please, We’re on Medicare","The New Old Age",NA,NA,NA,NA,NA,NA
"We can’t all depend on adult children to stave off loneliness. College-style living — “minus the keg stands” — can help.","We can’t all depend on adult children to stave off loneliness. College-style living — “minus the keg stands” — can help.","The folklore of parenthood tells us that if we have children and invest the requisite time, money and love, we can avoid a life of loneliness in our old age. But having children is no guarantee.","The New York Times","2019-06-07T20:40:30+0000","article","Opinion","Op-Ed","nyt://article/938f7c43-3fa0-5bfb-beca-e35a77aabbf3",NA,"Grow Old Like ‘The Golden Girls’",NA,NA,"Grow Old Like ‘The Golden Girls’",NA,NA,NA,NA
"Why do some older adults manage to recover from falls while others never do?","Why do some older adults manage to recover from falls while others never do?","For an elderly person, a bad fall can mark the difference between between walking and wheelchair, between living in one’s own home and moving to a nursing home. It can be a life-changing event.","The New York Times","2013-11-15T18:59:03+0000","article","Health","News","nyt://article/059e0bfa-6b90-5d69-acd8-885513562f81",NA,"Predicting a Fall’s Aftermath","The New Old Age",NA,"Why a Fall Is Worse For Some",NA,NA,NA,NA
"Why do some older adults manage to recover from falls while others never do?","Why do some older adults manage to recover from falls while others never do?","For an elderly person, a bad fall can mark the difference between between walking and wheelchair, between living in one’s own home and moving to a nursing home. It can be a life-changing event.","The New York Times","2013-11-15T18:59:03+0000","article","Health","News","nyt://article/059e0bfa-6b90-5d69-acd8-885513562f81",NA,"Predicting a Fall’s Aftermath","The New Old Age",NA,"Why a Fall Is Worse For Some",NA,NA,NA,NA
"Senators Joe Manchin III of West Virginia and Kyrsten Sinema of Arizona voted to advance a budget blueprint through the legislative process but have signaled they want to see total cost drop.","Senators Joe Manchin III of West Virginia and Kyrsten Sinema of Arizona voted to advance a budget blueprint through the legislative process but have signaled they want to see total cost drop.","Senator Joe Manchin III of West Virginia, a key Democrat moderate, announced on Wednesday that he was unlikely to support a $3.5 trillion economic package, just hours after he helped advance a budget blueprint that would allow his party to craft legislation with that price tag. ","The New York Times","2021-08-11T12:25:22+0000","article","U.S.","News","nyt://article/7956b0b3-70c6-56fc-a453-027ff2f5a137","Politics","Key Democrats say the price tag on the $3.5 trillion budget blueprint is too high.",NA,NA,NA,NA,NA,NA,NA
"My mother wrote about her mother’s Alzheimer’s disease in this paper decades ago. And then it came for her.","My mother wrote about her mother’s Alzheimer’s disease in this paper decades ago. And then it came for her.","The first sign that the Alzheimer’s disease that ravaged my grandmother was back for her daughter was when Mom began having trouble saying “CNN.” She’d watched the cable news network for years with ferocious interest ever since returning from a life abroad in the Foreign Service to rural New Hampshire. There she nested in her mother’s house, saying she’d never move.","The New York Times","2016-05-06T10:06:34+0000","article","Health","News","nyt://article/80958b74-5e29-57f7-999d-9023b9e7ef40",NA,"A Mother’s Lesson: When Memory Fails, Delight in the Moment","Well",NA,NA,NA,NA,NA,NA
"Even without a deadly virus, finding the right place for her felt like facing a slate of rotten choices.","Even without a deadly virus, finding the right place for her felt like facing a slate of rotten choices.","I never imagined that my sister, who has long had trouble with her mobility, would move to a nursing home in a global pandemic. At 37, she is relatively young. But this fall, she developed a serious infection that worsened her health problems. So I found myself shopping for a facility that can provide her with the care she needs to recover.","The New York Times","2020-12-23T10:00:13+0000","article","Opinion","Op-Ed","nyt://article/c109f9f4-f9fa-5bab-9dec-a7c1376e037b",NA,"My Sister Moved Into a Nursing Home. This Year. During a Pandemic.",NA,NA,"A Nursing Home in a Pandemic",NA,NA,NA,NA
"New details emerged about a nurse charged with eight counts of murder over a seven-year period, but a possible motive for the killings remained unclear.","New details emerged about a nurse charged with eight counts of murder over a seven-year period, but a possible motive for the killings remained unclear.","WOODSTOCK, Ontario — As details emerged on Wednesday about what led the police in Ontario to link the deaths of eight nursing home patients to a nurse who had cared for them, relatives of the patients were left without an answer to the searing question: Why?","The New York Times","2016-10-27T00:54:49+0000","article","World","News","nyt://article/55b0dc65-7229-5eec-aa41-09b78a30bd87","Americas","8 Nursing Home Killings Leave Ontario Asking: Why?",NA,NA,"8 Nursing Home Killings Raise a Question: Why?",NA,NA,NA,NA
"In his new book, “Being Mortal,” Dr. Atul Gawande acknowledges paying scant attention to end-of-life issues.","In his new book, “Being Mortal,” Dr. Atul Gawande acknowledges paying scant attention to end-of-life issues.","It is possible to savor every moving anecdote, graceful paragraph and astute observation in “Being Mortal,” the latest book by surgeon/writer Dr. Atul Gawande, and still find yourself wanting to pose a few impatient questions to the author.","The New York Times","2014-10-17T15:44:32+0000","article","Health","News","nyt://article/b6446a60-e804-5b1d-9739-821912708b75",NA,"A Doctor Discovers Dying","The New Old Age",NA,NA,NA,NA,NA,NA
"Some wonder if a directive to hasten death by withholding “ordinary means of nutrition and hydration” should apply to a person who can’t remember it.","Some wonder if a directive to hasten death by withholding “ordinary means of nutrition and hydration” should apply to a person who can’t remember it.","DEDHAM, Mass. — Jerome Medalie keeps his advance directive hanging in a plastic sleeve in his front hall closet, as his retirement community recommends. That’s where the paramedics will look if someone calls 911.","The New York Times","2015-01-19T17:52:08+0000","article","Health","News","nyt://article/3057c6c3-d6d8-5ad4-a653-c6fb41517328",NA,"Complexities of Choosing an End Game for Dementia"," The New Old Age",NA,"Complexities of Choosing an End Game for Dementia",NA,NA,NA,NA
"An unwitting return to a nursing home proves repellent.","An unwitting return to a nursing home proves repellent.","WEST CORNWALL, Conn. — WHEN I was 18, I worked for a summer as a dishwasher at a retirement and nursing home, in the hills above the Santa Clara Valley, in Northern California. I remember the friend who got me the job, Nancy, who waitressed there, telling me one evening that an old man cried that day when she informed him there were no more bananas. ","The New York Times","2014-03-08T19:24:51+0000","article","Opinion","Op-Ed","nyt://article/fa4ca8a5-322b-50da-8221-4527e4521bae","Sunday Review","The Teeth of Memory","Opinion",NA,"The Teeth of Memory",NA,NA,NA,NA
"Violent behavior often leads families to place people with dementia in care facilities.","Violent behavior often leads families to place people with dementia in care facilities.","For more than five years, Phyllis Edelstein managed to care for her husband Richard in their Long Island home as his dementia slowly progressed. She felt fortunate to have found, and to be able to pay for, a live-in couple to help her.","The New York Times","2013-07-12T20:38:06+0000","article","Health","News","nyt://article/462c7d18-0154-5d83-a168-e6f436fdfa15",NA,"When Aggression Follows Dementia","The New Old Age",NA,NA,NA,NA,NA,NA
"As the vaccine rolls out in nursing homes, more visits should be allowed.","As the vaccine rolls out in nursing homes, more visits should be allowed.","When she had the routine of home, Angie Sinopoli was the talkative matriarch of a large Italian family who heaped praise on her children and grandchildren, even as her memory faded. Her youngest son, Steven, came by her house and cooked her dinner nearly every night. But after a couple of falls and bouts in rehabilitation centers, she ended up in a Syracuse nursing home on March 10. Two days later, it stopped all visits to protect residents from the coronavirus. Mrs. Sinopoli hasn’t seen family in more than nine months. Her vocabulary has dwindled to about 20 words.","The New York Times","2020-12-29T23:56:14+0000","article","Opinion","Editorial","nyt://article/5ba1006c-8329-5475-a996-119df90f3b31",NA,"Nursing Home Patients Are Dying of Loneliness",NA,NA,"The Fatal Loneliness of Nursing Homes",NA,NA,NA,NA
"America needs more infrastructure for the elderly.","America needs more infrastructure for the elderly.","Few people dream of living out their golden years in a nursing home. The very idea sparks existential dread in many Americans, conjuring images of grim, institutional dumping grounds where society’s frailest and most vulnerable members aren’t so much cared for as warehoused. Scattered horror stories of neglect and abuse supercharge more prosaic fears about losing one’s autonomy.","The New York Times","2021-08-01T15:38:59+0000","article","Opinion","Op-Ed","nyt://article/a2cfb5a4-1c9a-5e5e-bf08-fc2bbab99ce6",NA,"Nobody Wants to Live in a Nursing Home. Something’s Got to Give.","Michelle cottle",NA,"Seniors Need Better Infrastructure",NA,NA,NA,NA
"What sort of help should you expect if you suffer a medical problem at an independent living facility? Even legal experts aren’t sure.","What sort of help should you expect if you suffer a medical problem at an independent living facility? Even legal experts aren’t sure.","In late February, Lorraine Bayless, 87, died at a California independent living facility after an employee declined to provide CPR — for more than seven minutes, even as a 911 dispatcher pleaded with her to intervene. The incident was the subject of enormous public outcry and generated widespread criticism of the facility. But it also raises important legal questions relevant to older adults and families living in similar settings.","The New York Times","2013-04-11T18:41:56+0000","article","Health","News","nyt://article/a44a576e-5eaa-5c77-9301-97a4093e722c",NA,"When Independence Means You’re on Your Own","The New Old Age",NA,NA,NA,NA,NA,NA
"I don’t want to be taken care of, and I resent that I have lost independence — that really, I have no free choice.","I don’t want to be taken care of, and I resent that I have lost independence — that really, I have no free choice.","Updated, 9:33 a.m. | Sheila Solomon Klass died on March 26, 2014. She was 86. ","The New York Times","2013-11-08T10:00:05+0000","article","Health","News","nyt://article/a4028769-c4b5-52bc-a9fd-ea786b710ee8",NA,"‘A Very Ungrateful Old Lady’","The New Old Age",NA,NA,NA,NA,NA,NA
"In good times, robots are seen as heroes. In bad times, they’re the villains. They’re neither. Robots are as good or bad as our public policies allow.","In good times, robots are seen as heroes. In bad times, they’re the villains. They’re neither. Robots are as good or bad as our public policies allow.","Defenders of globalization are on solid ground when they criticize President Trump’s threats of punitive tariffs and border walls. The economy can’t flourish without trade and immigrants.","The New York Times","2017-02-21T01:20:09+0000","article","Opinion","Editorial","nyt://article/aa552cd9-78b4-5caf-88d4-215748b65162",NA,"No, Robots Aren’t Killing the American Dream","Editorial",NA,"Robots Are Getting a Bad Rap",NA,NA,NA,NA
"We’re living longer than ever, but not always better.","We’re living longer than ever, but not always better.","The annual report on mortality rates by the National Center for Health Statistics, released this week, tells a now-familiar story: In 2012, life expectancy for older Americans continued to climb.","The New York Times","2014-10-10T17:19:49+0000","article","Health","News","nyt://article/78234029-a973-5fc5-8a8c-42951f9f1637",NA,"A Leap in Lifespans","The New Old Age",NA,"It’s Official: We’re Older Than Ever",NA,NA,NA,NA
"The assisted living industry is booming, by tapping into the fantasy that we can all be self-sufficient until we die.","The assisted living industry is booming, by tapping into the fantasy that we can all be self-sufficient until we die.","Assisted living seems like the solution to everyone’s worries about old age. It’s built on the dream that we can grow old while being self-reliant and live that way until we die. That all you need is a tiny bit of help. That you would never want to be warehoused in a nursing home with round-the-clock caregivers. This is a powerful concept in a country built on independence and self-reliance.","The New York Times","2019-08-29T19:00:05+0000","article","Opinion","Op-Ed","nyt://article/5cd73cd1-126b-5b33-8d29-1a2dcddc0fea","Sunday Review","How Not to Grow Old in America",NA,NA,"How Not to Grow Old in America",NA,NA,NA,NA
"“It causes huge distress to tell a family, ‘We can’t serve you,’” said one state hospice organization director.","“It causes huge distress to tell a family, ‘We can’t serve you,’” said one state hospice organization director.","Anne Cotton had enjoyed her years at an assisted living facility in Corvallis, Ore. But at 89, her health problems began to mount: heart failure, weakness from post-polio syndrome, a 30-pound weight loss in a year.","The New York Times","2021-10-16T09:00:20+0000","article","Health","News","nyt://article/1f9c117b-28bf-5fa7-a252-6ca5934c0503",NA,"Short on Staff, Some Hospices Ask New Patients To Wait","The New Old Age",NA,"Short-Staffed Hospices  Turn Away Patients",NA,NA,NA,NA
"Institutions serving the elderly are struggling as nurses, home health aides and family members fall ill with the flu.","Institutions serving the elderly are struggling as nurses, home health aides and family members fall ill with the flu.","The flu started in the personal care center at Masonic Village in Elizabethtown, Pa., then moved to the nursing home. Within a few days, seven older adults had taken ill. ","The New York Times","2013-01-11T23:02:06+0000","article","Health","News","nyt://article/7b227425-32eb-5d7c-976d-91d43b0af5ae",NA,"As Flu Rages, Caregiving Suffers","The New Old Age",NA,"Postings | Recent Entries From Our Blogs",NA,NA,NA,NA
"Tyrannosaurus parents once ruled the household, and still want to.","Tyrannosaurus parents once ruled the household, and still want to.","Five nights a week, Amanda H. and her husband drove to her parents’ upscale continuing care retirement community in suburban Boston. She could feel her anxiety build as they rode the elevator upstairs.","The New York Times","2014-04-09T17:56:01+0000","article","Health","News","nyt://article/127fe9f3-e793-56e6-8607-d8e9a8625222",NA,"When the Criticisms Never End","The New Old Age",NA,NA,NA,NA,NA,NA
"Biden must make good on his promise to support families with sick loved ones.","Biden must make good on his promise to support families with sick loved ones.","Five years ago I stood in a tiny hospital room wondering how I was going to care for the man I loved most without succumbing to despair.","The New York Times","2021-02-22T10:00:10+0000","article","Opinion","Op-Ed","nyt://article/a436fda2-5e86-598c-8bbc-f67c7b343707",NA,"50 Million Americans Are Unpaid Caregivers. We Need Help.",NA,NA,"We Must Assist Family Caregivers",NA,NA,NA,NA
"More than 1,100 older nursing homes do not have sprinklers or have only partial systems.","More than 1,100 older nursing homes do not have sprinklers or have only partial systems.","Now and then, you learn something about caring for the elderly that stops you in your tracks.","The New York Times","2013-09-30T17:08:25+0000","article","Health","News","nyt://article/cda91824-848d-55d4-bc68-06884cdc5f34",NA,"Many Nursing Homes Operate Without Adequate Sprinkler Systems","The New Old Age",NA,NA,NA,NA,NA,NA
"The lack of daily oral care in nursing facilities is almost universally overlooked, experts say, and studies suggest that it may contribute to pneumonia, a leading killer of institutionalized older people.","The lack of daily oral care in nursing facilities is almost universally overlooked, experts say, and studies suggest that it may contribute to pneumonia, a leading killer of institutionalized older people.","Katherine Ford visited her father, Dean Piercy, a World War II veteran with dementia, at a nursing home in Roanoke, Va., for months before she noticed the dust on his electric toothbrush. His teeth, she found, had not been brushed recently, so she began doing it herself after their lunches together.","The New York Times","2013-08-04T18:30:15+0000","article","Health","News","nyt://article/ea37e1d5-c1ba-5ad7-9310-40fb1cfd8ab8",NA,"In Nursing Homes, an Epidemic of Poor Dental Hygiene","Well",NA,"Nursing Homes Neglect Teeth",NA,NA,NA,NA
"I didn’t want to hear Strauss’s musical meditation on the end of life. But I’m glad I did.","I didn’t want to hear Strauss’s musical meditation on the end of life. But I’m glad I did.","“Death and Transfiguration,” a 25-minute tone poem by Richard Strauss, is the type of entertainment I’ve tried to avoid since becoming a hospice nurse. I worry it will make me feel the job too deeply in my time off. But this performance was by the Pittsburgh Youth Symphony, in which my son plays first violin, so we went. ","The New York Times","2015-10-03T18:30:08+0000","article","Opinion","News","nyt://article/618c5ea0-84d4-5f7d-ae6f-db89460b6ab4",NA,"Finding the Meaning of Death in a Concert Hall","The End",NA,"Finding Clarity in a Concert Hall",NA,NA,NA,NA
"A palliative care physician struggles with the complex realities of dying at home, and the unintended consequences of making it a societal priority.","A palliative care physician struggles with the complex realities of dying at home, and the unintended consequences of making it a societal priority.","“If time were short, where would you want to be?” ","The New York Times","2019-09-03T09:00:03+0000","article","Well","News","nyt://article/d9e638bf-2c81-5b9e-8dc1-d854d4748bf9","Live","Is Dying at Home Overrated?","Doctors",NA,NA,NA,NA,NA,NA
"Why are we OK with old people dying?","Why are we OK with old people dying?","“Not just old people: Younger adults are also getting the coronavirus,” a news network declared on its website last week. The words seemed to suggest that Covid-19 didn’t matter much if it was a scourge only among the old.","The New York Times","2020-03-22T23:00:08+0000","article","Opinion","Op-Ed","nyt://article/a475d513-e1ad-5a57-9228-9fc5151eecf8",NA,"‘Covid-19 Kills Only Old People.’ Only?",NA,NA,"‘Covid-19 Kills Only Old People.’",NA,NA,NA,NA
"Experts offer suggestions for ensuring that discharged patients stay out of the hospital.","Experts offer suggestions for ensuring that discharged patients stay out of the hospital.","Suffering from heart failure, Eddie Malleis, 73, had been at the University of Colorado hospital for 13 days. All he wanted to do was go home.","The New York Times","2013-07-26T21:47:01+0000","article","Health","News","nyt://article/b6fc2402-9f83-5434-9e3b-44a684c6b422",NA,"More on Preventing Hospital Readmissions","The New Old Age",NA,NA,NA,NA,NA,NA
"A family grapples with a wrenching coronavirus question: Do we leave our father in the nursing home?","A family grapples with a wrenching coronavirus question: Do we leave our father in the nursing home?","His daughters were not at his bedside, holding his hand. His sons were not making him smile with wisecracks about the institutional setting. His grandchildren were not cheering him up with reports from the distant world of youth.","The New York Times","2020-03-19T17:28:20+0000","article","New York","News","nyt://article/f308ffc5-d64c-54a0-af8f-95f5ecd283b8",NA,"92 Years Old, Scared and Pleading to Come Home",NA,NA,"92 Years Old,  Scared and Pleading  To Come Home",NA,NA,NA,NA
"Medicare is discouraging the use of penalties for what it considers “one-time mistakes” and in other circumstances. The changes come in response to industry pressure.","Medicare is discouraging the use of penalties for what it considers “one-time mistakes” and in other circumstances. The changes come in response to industry pressure.","The Trump administration is scaling back the use of fines against nursing homes that harm residents or place them in grave risk of injury, part of a broader relaxation of regulations under the president.","The New York Times","2017-12-24T21:53:29+0000","article","Business Day","News","nyt://article/4db7060f-5bfd-582b-a705-07a0c71994ba",NA,"Trump Administration Eases Nursing Home Fines in Victory for Industry",NA,NA,"Nursing Home Industry Wins As Penalties Are Relaxed",NA,NA,NA,NA
"Why are patients with advanced dementia so often receiving “medications of questionable benefit”?","Why are patients with advanced dementia so often receiving “medications of questionable benefit”?","How sick and disabled, how far into advanced dementia, how close to death do elderly nursing home patients have to be before their physicians stop prescribing drugs that can cause uncomfortable side effects but show scant evidence of helping them?","The New York Times","2014-09-09T09:00:12+0000","article","Health","News","nyt://article/67a953a9-fbe1-5986-ba84-b1d2dce1e2cd",NA,"Near Death, and Overmedicated","The New Old Age",NA,NA,NA,NA,NA,NA
"A judge has cleared the way for a lawsuit against Medicare by patients who were never officially admitted to hospitals.","A judge has cleared the way for a lawsuit against Medicare by patients who were never officially admitted to hospitals.","In April, Nancy Niemi entered Vidant Medical Center in Greenville, N.C., with cardiac problems. She stayed four nights, at one point receiving a coronary stent.","The New York Times","2017-09-01T14:48:37+0000","article","Health","News","nyt://article/07a41f45-9d3f-5ecf-ad73-13a5a4f00b19",NA,"Under ‘Observation,’ Some Hospital Patients Face Big Bills"," The New Old Age",NA,"Under ‘Observation,’ Some Face Big Bills",NA,NA,NA,NA
"Too many older hospital patients aren’t being helped back on their feet, studies find.","Too many older hospital patients aren’t being helped back on their feet, studies find.","Assume that Cynthia Brown’s audience, as she addressed the American Geriatrics Society’s annual scientific meeting in Texas this month, already knew that hospitalized older adults spend too much time in bed.","The New York Times","2013-05-30T16:27:23+0000","article","Health","News","nyt://article/cdd5cc58-bcdf-5847-9dc3-9518e7cc912d",NA,"Trapped in the Hospital Bed","The New Old Age",NA,NA,NA,NA,NA,NA
"They will require nursing homes and assisted living facilities to have generators that can keep comfortable temperatures for four days after power loss.","They will require nursing homes and assisted living facilities to have generators that can keep comfortable temperatures for four days after power loss.","Gov. Rick Scott of Florida announced new rules on Saturday requiring nursing homes and assisted-living facilities in the state to have generators capable of maintaining comfortable temperatures for at least 96 hours in the event of a power loss.","The New York Times","2017-09-17T00:30:32+0000","article","U.S.","News","nyt://article/5c8a4bd7-695a-5efd-bbcc-8ad5d4b98b31",NA,"Nursing Home Deaths Prompt New Rules by Florida Governor",NA,NA,"Florida Imposes New Rules After Nursing Home Deaths",NA,NA,NA,NA
"Five committees started drafting the components of Democrats’ far-reaching legislation in an arduous process that could take several days.","Five committees started drafting the components of Democrats’ far-reaching legislation in an arduous process that could take several days.","Five House committees on Thursday began formally drafting their pieces of Democrats’ far-reaching social policy and climate change bill that would spend as much as $3.5 trillion over the next decade — and raise as much in taxes and other revenue boosters — to reweave the social safety net and move the country away from fossil fuels.","The New York Times","2021-09-09T09:00:26+0000","article","U.S.","News","nyt://article/f00ced19-68aa-5df9-861a-d681185f0ce1","Politics","House panels begin writing the $3.5 trillion social policy and climate bill.",NA,NA,NA,NA,NA,NA,NA
"President Biden singled out drug prices as an issue he wanted to include in the Democrats’ $3.5 trillion social policy bill, including allowing Medicare to negotiate lower prices.","President Biden singled out drug prices as an issue he wanted to include in the Democrats’ $3.5 trillion social policy bill, including allowing Medicare to negotiate lower prices.","WASHINGTON — President Biden implored Congress on Thursday to include strict controls on prescription drug prices in the mammoth social policy bill that Democrats plan to draft this fall, hitting on an issue that his predecessor campaigned on but failed to achieve.","The New York Times","2021-08-12T17:48:37+0000","article","U.S.","News","nyt://article/91d4870f-d026-570a-a04b-fdbf4cc628f2","Politics","Biden presses Congress to move on price controls for prescription drugs.",NA,NA,"Biden Pushes Congress for Strict Price Controls on Prescription Drugs",NA,NA,NA,NA
